movie_id,title,overview,release_date,runtime,budget,revenue,vote_average,vote_count,adult,original_language,tagline,release_year
321741,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",2015-11-12,123,35000000,50363790,7.0,844,0,en,Even Legends Need a Hero,2015
227973,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",2015-11-05,88,99000000,246233113,6.5,608,0,en,The story of an underdog. And his dog.,2015
56666,Fiza,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,2000-09-08,170,1000000,623791,6.1,7,0,hi,In Search of her brother,2000
312221,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015-11-25,133,37000000,173567581,7.3,1963,0,en,Your legacy is more than a name,2015
62796,William & Kate,"William &amp; Kate is the first of two unrelated American television films about the relationship between Prince William and Catherine ""Kate"" Middleton (now The Duke and Duchess of Cambridge), directed by Mark Rosman and written by Nancey Silvers. The film was a ratings success, despite the negative reception from critics. The second film William &amp; Catherine: A Royal Romance was produced by a different company and released in August 2011.",2011-04-18,83,20,15,5.8,30,0,en,"A Prince, an ordinary girl. And a very British love story",2011
360203,Lost in the Sun,A small time crook and a newly-orphaned teenage boy team up to perform a string of robberies.,2015-11-05,95,25000,25000,5.8,48,0,en,How far can one man go?,2015
336004,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",2015-11-13,93,8900000,4100000,5.6,322,0,en,Never make a bet you can't afford to lose.,2015
333348,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",2015-11-12,107,17000000,42426912,5.4,169,0,en,"Christmas means comfort, joy and chaos.",2015
257088,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",2015-12-03,114,105000000,133718711,5.5,795,0,en,The only law that matters is gravity,2015
368330,Katyar Kaljat Ghusali,"Katyar Kaljat Ghusli is a 2015 Marathi film based on a play by the same name. Directed by Subodh Bhave, the film stars Sachin Pilgaonkar, Shankar Mahadevan, and Subodh Bhave in lead roles. The film marks the acting debut for Mahadevan and directorial debut for Bhave. The original play premiered in 1967 in Mumbai, where Hindustani classical vocalist Vasantrao Deshpande played one of the protagonists. In 2010, the play was relaunched with protagonists essayed by Rahul Deshpande, grandson of Vasantrao Deshpande and singer Mahesh Kale. The film's music is composed by Shankarâ€“Ehsaanâ€“Loy, and retained some of the songs from the original play composed by Jitendra Abhisheki.",2015-11-12,162,1500000,4400000,9.0,2,0,mr,A dagger through the heart,2015
341895,Premam,"Three stages in George's life, and three girls he encounters in each stage.",2015-05-29,165,6200000,11000000,6.4,13,0,ml,Love,2015
299687,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,2016-01-14,112,38000000,109906372,5.6,1993,0,en,Protect Your Own,2016
336882,The Wave,"Based on the fact that mountain party Ã…kneset, located in the Geiranger fjord in Norway, one day will race out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Geiranger. A geologist gets caught in the middle of it and a race against time begins.",2015-08-28,104,5904067,12975143,6.5,317,0,no,It was only a matter of time.,2015
351694,Monkey King: Hero Is Back,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",2015-07-10,89,10000000,150000000,7.5,58,0,zh,Monkey King Hero Is Back,2015
285959,Valentino,"Italian immigrant Rudolph Valentino makes it big in silent Hollywood, but he ends up struggling between his career and the woman he loves.",1951-03-08,102,1300000,1550000,6.0,1,0,en,The legitimate behind the scenes story of the man so many women loved,1951
318846,The Big Short,The men who made millions from a global economic meltdown.,2015-12-11,130,28000000,133346506,7.3,2679,0,en,This is a true story.,2015
338930,Loham,"2015 Malayalam thriller film written and directed by Ranjith. It features Mohanlal as Raju and Andrea Jeremiah as Jayanthi in lead roles along with Ajmal Ameer, Siddique, Mythili, Tini Tom, Vijayaraghavan, Renji Panicker and V. K. Prakash in significant roles. The film is produced by Antony Perumbavoor under the banner Aashirvad Cinemas.",2015-08-20,129,1050255,2250547,4.4,5,0,ml,The Yellow Metal,2015
329833,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,2016-02-06,100,50000000,55969000,4.7,814,0,en,Long time no Z,2016
259694,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",2016-01-21,110,38000000,112343513,5.9,1225,0,en,Welcome to the party,2016
34421,The Perfect Weapon,"Jeff, a young delinquent, is enrolled by his father in a kenpo school, in the hopes of teaching the boy some self-discipline. Years later, Jeff's mentor, Kim, is being threatened by one of the Korean mafia families. Jeff tries to help his old friend, but is too late to prevent Kim's death at the hands of an unknown hitman. Vowing revenge, Jeff takes on all of the families, using his martial arts skills to find the man who killed his friend.",1991-03-15,87,10000000,14061361,6.0,25,0,en,No gun. No knife. No equal.,1991
351819,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2016-01-28,92,20000000,21164799,4.3,337,0,en,Way shadier than gray.,2016
340666,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband â€“ a man she left 20 years earlier â€“ asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016-11-04,116,22500000,29252978,7.2,1990,0,en,When you love someone you can't just throw it away,2016
274167,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",2015-12-25,96,50000000,242786137,5.8,870,0,en,Choose your Daddy,2015
266294,Sisters,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,2015-12-18,118,30000000,105011053,5.8,593,0,en,Big sisters don't always know best.,2015
140300,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",2016-01-23,95,145000000,521170825,6.7,1630,0,en,Grab destiny by the rice dumplings.,2016
201386,F.C. De Kampioenen: Kampioen zijn blijft plezant,"De Kampioenen travel to France to play a friendly soccer match against the team of one of Boma's business partners. What had to become a nice holiday, ends up totally different than De Kampioenen expected.",2013-12-17,115,3849796,7471304,6.3,8,0,nl,De nieuwe truitjes,2013
58431,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austenâ€™s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",2016-02-04,108,28000000,16374328,5.5,662,0,en,Bloody lovely.,2016
333596,Woodlawn,Love and unity in a school torn by racism and hate in the 1970s.,2015-10-15,123,12000000,14394097,6.8,49,0,en,One Hope. One Truth. One Way (John 14:6),2015
331190,Captive,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warrenâ€™s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",2015-09-17,97,2000000,2801508,5.6,94,0,en,Faith. Redemption. Survival.,2015
329440,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016-01-07,95,10000000,40055439,4.8,478,0,en,Everyone comes here looking for a way out,2016
37460,Raavan,"This thrilling, allegorical drama follows the intricately interwoven lives of three people, delving into concepts of good and evil, and complex emotions. Ragini re-locates to distant Lal Matti along with her Superintendent of Police husband, Dev Pratap Sharma, in order to enable him to apprehend a bandit, Beera Munda. Shortly thereafter her life is turned upside down when she is abducted by Beera and held captive. It is during this captivity that she is forced to experience myriad complex emotions, with her life in danger of ending within 14 hours. However, she also attempts to the real reason behind her abduction. What will she discover? How will justice be served? Will Ragini's life be spared, and if so, will she be happy to return to the safety of her husband's embrace?",2010-06-18,138,4500000,4200000,4.2,15,0,hi,"Not just a story, a world.",2010
275269,Wazir,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",2016-01-07,102,5200000,9200000,6.7,36,0,hi,This new year make your best move,2016
276905,Norm of the North,"The stereoscopic 3D animated family film ""Norm"" tells the story of the titular polar bear and his three Arctic lemming buddies, who are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",2016-01-14,86,18000000,17062499,4.1,124,0,en,Bear to be different,2016
323675,Ride Along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",2016-01-14,102,40000000,124827316,6.1,567,0,en,The brothers-in-law are back,2016
319888,Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2016-02-26,106,23000000,46152411,7.2,682,0,en,"Win or lose, always aim high",2016
375290,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2016-01-22,126,4500000,32000000,7.3,58,0,hi,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",2016
273899,Stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",2015-09-18,129,13500000,187674,5.2,32,0,en,Where Pride Began,2015
321258,The Boy,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",2016-01-22,97,10000000,64188367,5.8,1133,0,en,Every child needs to feel loved.,2016
343795,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",2015-09-11,121,5000000,4842699,5.4,40,0,en,Hope lives,2015
335778,Risen,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",2016-02-19,107,20000000,46069568,5.7,300,0,en,Witness the manhunt that changed the course of human history,2016
291870,Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",2016-01-21,102,11500000,94073028,5.7,1429,0,en,This is Jason. He's a little worried about his grandpa.,2016
300673,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,2016-01-25,114,80000000,52099090,6.3,597,0,en,"32 survivors, room for 12.",2016
339408,The Birth of a Nation,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites.",2016-09-09,120,8500000,15861566,6.4,181,0,en,The Untold Story of Nat Turner,2016
44566,Anjaana Anjaani,"Akash (Ranbir Kapoor) and Kiara (Priyanka Chopra) are trying to find luck in their life after several failed attempts to be successful in their careers and in love. Fed up, they both decide to commit suicide by jumping off a bridge. However, both land up on the same bridge at the same time.",2010-09-24,151,6400000,5900000,6.1,27,0,hi,All the greatest love stories...are between strangers,2010
296096,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-02,110,20000000,207945075,7.6,2674,0,en,#LiveBoldly,2016
146198,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,2016-02-19,115,20000000,12639297,5.6,812,0,en,The Code on the Street is Never Black & White,2016
205584,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,2016-02-25,127,140000000,150680864,5.2,1303,0,en,The battle for eternity begins,2016
376869,Neerja,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",2016-02-19,122,10721568,2978994,7.4,44,0,hi,Fear Gave Her Courage,2016
323677,Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",2016-02-19,134,5000000,24804129,7.0,492,0,en,The incredible true story of gold medal champion Jesse Owens,2016
333371,10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",2016-03-10,103,15000000,108286421,6.8,2537,0,en,Monsters come in many forms.,2016
267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016-03-02,99,60000000,205754447,5.8,1656,0,en,The world's leaders have assembled. So have their enemies.,2016
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",2016-02-11,108,150000000,1023784195,7.7,4961,0,en,Welcome to the urban jungle.,2016
279641,Whiskey Tango Foxtrot,"In 2002, cable news producer Kim Barker (Tina Fey) decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel (Margot Robbie), a fellow journalist who takes the shellshocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",2016-03-04,112,35000000,23083334,6.0,356,0,en,From the headlines to the front lines,2016
318850,The Young Messiah,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",2016-03-10,120,18500000,6490401,6.4,30,0,en,"Before he was the savior, he was a child.",2016
267193,Grimsby,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",2016-02-24,83,35000000,25182929,5.7,794,0,en,Behind every hero is an embarrassing sibling,2016
83902,Na Tum Jaano Na Hum,"Romantic Esha calls up FM Radio's DJ Bingo to find out the identity of a male who had called during his program. While Bingo is unable to identify him, the male, Rahul Sharma, does call again, and a meeting is arranged. Esha does not show up, but instead decides to correspond with him via a post box numbered address without disclosing her name, to which Rahul agrees, arranges for a numbered postal address himself, and does not disclose his identity as well. Rahul has a friend, Akshaye, who is a womanizer, whose mother asks Rahul to check out a bride for her son. Rahul goes to check this young lady, Esha Malhotra, finds her suitable, and soon marriage preparations are underway. Rahul's romance for the unknown girl will be shattered after he finds out that she is none other than Esha.",2002-05-09,151,350000,6100000,4.4,5,0,hi,Sometimes you just leave it to God...,2002
105254,The Touch,A seemingly happy Swedish housewife and mother begins an adulterous affair with a foreign archaeologist who is working near her home.,1971-07-14,115,6900000,6530000,6.0,3,0,sv,The Touch is the total expression of love.,1971
14467,Jaane Tu... Ya Jaane Na,"Jaane Tu... Ya Jaane Na (translation: Whether you know... or not) is a 2008 Indian romantic comedy film, written and directed by Abbas Tyrewala. The film stars Imran Khan and Genelia D'Souza in pivotal roles.  Produced by Mansoor Khan, Aamir Khan, it marks the directional debut of Abbas Tyrewala, the debut of Imran Khan (Aamir Khan's nephew) and Prateik Babbar as actors, and the re-appearance of D'Souza in Hindi cinema. Released on 4 July 2008, the film received positive reviews, and went on to become a Super Hit at the box office.  The music is by A. R. Rahman.",2008-07-04,155,2300000,11100000,6.7,37,0,en,So when do you know it's love?,2008
14071,Dostana,"Kunal and Sameer, two straight guys who pretend to be a gay couple to secure an posh Miami apartment, but both of them fall for their gorgeous room-mate Neha, hilarity ensures as they strive to convince one and all they are gay! While secretly trying to win Neha's heart.",2008-11-13,142,10000000,20000000,6.4,42,0,hi,A story about two guys... a girl... and one little lie. Believe it!,2008
111836,Gabbar Singh,"Gabbar Singh is a 2012 Telugu action film directed by Harish Shankar. The film is produced by Bandla Ganesh under Parameshwara Art productions banner and stars Pawan Kalyan and Shruti Haasan in lead roles. Devi Sri Prasad, who previously worked with Pawan Kalyan in Jalsa, has composed the soundtrack for the film. The film is an adaptation of 2010's successful Hindi film Dabangg. The film was released on May 11, 2012 And went on to become ""BlockBuster of The Year"" and a Comeback for ""powerstar"" Pawan Kalyan",2012-05-11,136,7000000,16000000,5.1,6,0,te,He is Special,2012
61400,Thank You,"The film is about three husbands having affairs outside their marriage. One of their wives hires a detective named Kishen and finds out that their husbands are cheating. Their wives find out when Kishen scares them by blind folding them and when they tell their girlfriends list, Sanjana gets hurt and leaves and tries to commit suicide but Kishen helps her.",2011-04-08,140,13100000,4100000,5.7,16,0,hi,Husbands will say sorry ... Wives will say thank you!,2011
381890,The Mermaid,"A playboy business tycoon, Liu Xuan, purchases the Green Gulf, a wildlife reserve, for a sea reclamation project, and uses sonar technology to get rid of the sea life in the area. Unknown to him, the Green Gulf is the home of merpeople, and the sonar has caused many of them to succumb to illness or die. Xuan's business ventures in the area are threatened when he crosses paths with the mermaid, Shan, who is sent to avenge her people.",2016-02-08,93,60720000,553810228,6.2,76,0,en,"Half Fish, Half Human, 100% Assassin",2016
301365,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",2016-06-08,117,7000000,1333124,6.4,926,0,en,Beauty is vicious.,2016
333352,Eye in the Sky,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from â€œcaptureâ€ to â€œkillâ€ just as a nine-year old girl enters the kill zone.,2015-09-11,102,13000000,18704595,7.2,532,0,en,Welcome to the new front line,2015
320588,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,2015-11-27,95,1000000,14444999,6.5,156,0,en,She's not ready to act her age,2015
2989,Roar,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,1981-11-12,102,17000000,2000000,5.6,19,0,en,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,1981
333385,Mr. Right,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",2016-02-29,95,8000000,34694,6.3,395,0,en,They make a killer couple.,2016
339984,Miracles from Heaven,A faith based movie. A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident. Based on the book 'Three Miracles From Heaven' by Christy Beam.,2016-03-17,117,16000000,73883359,6.8,191,0,en,How do we explain the impossible?,2016
315664,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",2016-05-06,110,29000000,48902953,6.7,409,0,en,"People may say I couldn't sing, but no one can say I didn't sing",2016
302688,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",2016-03-23,94,18000000,88923251,5.6,328,0,en,People change. Greeks don't.,2016
297806,I Saw the Light,"Singer and songwriter Hank Williams rises to fame in the 1940s, but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.",2016-02-05,123,13000000,1646788,5.9,48,0,en,The story of Hank Williams,2016
342521,Keanu,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,2016-04-21,94,15000000,20566327,6.0,434,0,en,"Kitten, please.",2016
296360,Love & Friendship,"From Jane Austenâ€™s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans.",2016-05-27,94,3000000,14016568,6.4,171,0,en,A lady never reveals her tactics.,2016
292081,Sunshine Superman,"Documentary portrait of Carl Boenish, the father of the BASE jumping movement, whose early passion for skydiving led him to ever more spectacular -and dangerous- feats of foot-launched human flight.",2015-05-22,100,400000,88097,7.2,10,0,en,If there are mountains let's climb them. If there are buildings let's jump off them.,2015
295699,Everybody Wants Some!!,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,2016-03-30,116,10000000,3400278,6.3,419,0,en,Here for a good time not a long time,2016
369557,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016-03-11,106,4000000,13624522,8.0,669,0,en,Boy meets girl. Girl unimpressed. Boy starts band.,2016
370755,Paterson,"Set in the present in Paterson, New Jersey, this is a tale about a bus driver and poet.",2016-11-17,118,5000000,2152738,7.0,311,0,en,"If you ever left me, I'd tear my heart out and never put it back",2016
290595,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegadesâ€”Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Saraâ€”set out to stop them.",2016-04-06,114,115000000,164602163,6.0,1575,0,en,The story before Snow White,2016
325133,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,2016-05-04,91,35000000,108758521,5.6,1490,0,en,New neighbors.,2016
377985,Fan,The story of a fan whose world completely revolves around the movie star he adores.,2016-04-15,142,16000000,29251596,6.2,73,0,hi,World's biggest superstar got the universe's biggest fan!,2016
303858,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,2016-05-12,98,27000000,93282604,6.5,1096,0,en,Not every conspiracy is a theory.,2016
322240,Nine Lives,A stuffy businessman finds himself trapped inside the body of his family's cat.,2016-08-03,87,30000000,57814445,5.5,289,0,en,His life just got put on paws.,2016
326423,Barbershop: The Next Cut,"Itâ€™s been more than 10 years since our last appointment at Calvinâ€™s Barbershop. Calvin and his longtime crew, including Eddie, are still there, but the shop has undergone some major changes. Most noticeably, our once male-dominated sanctuary is now co-ed. The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn. Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood.",2016-04-15,112,20000000,55030051,6.2,171,0,en,Everybody's back for a fresh cut,2016
330483,The Choice,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,2016-02-04,111,10000000,18730891,6.7,527,0,en,Let your heart decide.,2016
127380,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,2016-06-16,97,200000000,1028570889,6.8,4333,0,en,An unforgettable journey she probably won't remember.,2016
323676,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",2016-04-07,91,29000000,78636257,5.5,441,0,en,Watch your assets,2016
333669,Bastille Day,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",2016-04-22,92,20000000,14397593,6.0,378,0,en,With law comes disorder,2016
316152,Free State of Jones,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",2016-06-24,139,50000000,25035950,6.6,439,0,en,Based on the incredible true story.,2016
153518,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, itâ€™s up to these unlikely outcasts to figure out what the pigs are up to.",2016-05-11,97,73000000,349779543,5.9,1048,0,en,Why so angry?,2016
384737,Precious Cargo,"After a botched heist, Eddie  a murderous crime boss, hunts down the seductive thief Karen who failed him. In order to win back Eddieâ€™s trust, Karen recruits her ex-lover and premier thief Jack to steal a cargo of rare precious gems. But when the job goes down, allegiances are betrayed and lines are crossed as Jack, Karen, and Eddie face off in a fateful showdown.",2016-07-15,99,10500000,100659,5.1,95,0,en,Never steal from a thief,2016
300983,Yennai Arindhaal,"Sathyadev, who is on a career break, is forced to put on his cop shoes ones again to save Thenmozhi, a young woman who is the target of a criminal organ harvesting group, led by a ghost from his past.",2015-02-06,176,7900000,16000000,6.6,14,0,ta,"Well, If You Know Me...",2015
76788,Mankatha,Vinayak and his 4 team members rob a booty of 500 crores INR. Trouble starts when two of the team betrays them.,2011-08-31,149,6100000,28000000,5.6,14,0,ta,Strictly no rules,2011
353069,Mother's Day,Intersecting stories with different moms collide on Mother's Day.,2016-04-28,118,25000000,48418160,5.8,391,0,en,Celebrate the one day that connects us all,2016
302401,Snowden,CIA employee Edward Snowden leaks thousands of classified documents to the press.,2016-09-15,134,40000000,37279439,7.0,1285,0,en,The only safe place is on the run.,2016
234004,Ratchet & Clank,"Ratchet and Clank tells the story of two unlikely heroes as they struggle to stop a vile alien named Chairman Drek from destroying every planet in the Solana Galaxy. When the two stumble upon a dangerous weapon capable of destroying entire planets, they must join forces with a team of colorful heroes called The Galactic Rangers in order to save the galaxy. Along the way they'll learn about heroism, friendship, and the importance of discovering one's own identity.",2016-04-13,94,20000000,8821329,5.4,188,0,en,Ready to kick some asteroid!,2016
